Acid_Halide,Alcohol,Ester,Halide_energy,Alcohol_energy,Ester_energy,Energy_difference,HX_energy
O=C(Br)C(Br)CBr,C[C@H](F)CO,C[C@H](F)COC(=O)C(Br)CBr,-659.851523722922,-511.079396498642,-1047.11075751099,-1.04525838039673,-124.865421090968
O=C(Br)C(Br)CBr,C#C/C(=C\C)CO,C#C/C(=C\C)COC(=O)C(Br)CBr,-659.777975891457,-568.329429216902,-1104.44780254704,-1.20581852965218,-124.865421090968
O=C(Br)C(Br)CBr,CC(CO)CCl,CC(CCl)COC(=O)C(Br)CBr,-659.868497863435,-592.28165753732,-1128.31907145941,-1.03433714962689,-124.865421090968
O=C(Br)C(Br)CBr,CO[C@H]1C[C@@H]1CO,CO[C@H]1C[C@@H]1COC(=O)C(Br)CBr,-659.943505722812,-650.222588856131,-1186.27183197409,-0.971158486109601,-124.865421090968
O=C(Br)C(Br)CBr,CN(C)N=CCO,CN(C)N=CCOC(=O)C(Br)CBr,-659.851253247412,-640.174392401742,-1176.24619439544,-1.08596983725245,-124.865421090968
O=C(Br)C(Br)CBr,OC[C@@H]1C[C@H]1Cl,O=C(OC[C@@H]1C[C@H]1Cl)C(Br)CBr,-659.860114608638,-563.662576397571,-1099.77019888626,-1.11292897101855,-124.865421090968
O=C(Br)C(Br)CBr,CC(=O)C#CCO,CC(=O)C#CCOC(=O)C(Br)CBr,-659.851581265235,-593.362824965949,-1129.32887172808,-0.979886587863646,-124.865421090968
O=C(Br)C(Br)CBr,CCC=C(F)CO,CCC=C(F)COC(=O)C(Br)CBr,-659.82579436602,-654.769466140337,-1190.68986904634,-0.960029630950842,-124.865421090968
O=C(Br)C(Br)CBr,C#CC(CO)OC,C#CC(COC(=O)C(Br)CBr)OC,-659.778123089125,-620.942314180715,-1157.06465908866,-1.20964290979175,-124.865421090968
O=C(Br)C(Br)CBr,OC[C@H]1CC12CC2,O=C(OC[C@H]1CC12CC2)C(Br)CBr,-659.931953867462,-597.248424232999,-1133.45213951462,-1.13718250512461,-124.865421090968
O=C(Br)C(Br)CBr,C=NC(C#N)CO,C=NC(C#N)COC(=O)C(Br)CBr,-659.825818854129,-583.536194564627,-1119.50346711443,-1.00687478664209,-124.865421090968
O=C(Br)C(Br)CBr,COC(CO)OC,COC(COC(=O)C(Br)CBr)OC,-659.931947064695,-703.190785647266,-1239.15015989906,-0.892848278071199,-124.865421090968
O=C(Br)C(Br)CBr,CC(=CC#N)CO,CC(=CC#N)COC(=O)C(Br)CBr,-659.778092276189,-576.63102236023,-1112.76882928284,-1.22513573739076,-124.865421090968
O=C(Br)C(Br)CBr,COC1(CO)CC1,COC1(COC(=O)C(Br)CBr)CC1,-659.860293699345,-650.187664940817,-1186.29424080343,-1.11170325423127,-124.865421090968
O=C(Br)C(Br)CBr,C[C@H]1C[C@@H]1CCO,C[C@H]1C[C@@H]1CCOC(=O)C(Br)CBr,-659.860321513586,-626.013053091272,-1162.1360996769,-1.12814616301031,-124.865421090968
O=C(Br)C(Br)CBr,[C-]#[N+]CCCO,[C-]#[N+]CCCOC(=O)C(Br)CBr,-659.94346757537,-518.030496965526,-1054.07115834716,-0.96261489723345,-124.865421090968
O=C(Br)C(Br)CBr,OCF,O=C(OCF)C(Br)CBr,-659.778334883417,-339.053398652057,-874.785212239399,-0.818899794892843,-124.865421090968
O=C(Br)C(Br)CBr,OCCC1CCO1,O=C(OCCC1CCO1)C(Br)CBr,-659.943541166612,-650.318905187793,-1186.50823270856,-1.11120744512635,-124.865421090968
O=C(Br)C(Br)CBr,C=C1CC1CCO,C=C1CC1CCOC(=O)C(Br)CBr,-659.931940412052,-596.964504209862,-1133.00014285876,-0.969119327815477,-124.865421090968
O=C(Br)C(Br)CBr,CCCCCO,CCCCCOC(=O)C(Br)CBr,-659.778239559002,-568.286914114125,-1104.41877606825,-1.21904348608707,-124.865421090968
O=C(Br)C(Br)CBr,OCC1COCO1,O=C(OCC1COCO1)C(Br)CBr,-659.931871205736,-675.612172860749,-1211.68440424599,-1.00578127047774,-124.865421090968
O=C(Br)C(Br)CBr,CC=C[C@H](C)CO,CC=C[C@H](C)COC(=O)C(Br)CBr,-659.851313289391,-625.739886445663,-1162.01276585799,-1.28698721390238,-124.865421090968
O=C(Br)C(Br)CBr,C=C(C#N)CCO,C=C(C#N)CCOC(=O)C(Br)CBr,-659.825761707334,-576.433192910893,-1112.5014447031,-1.10791117584562,-124.865421090968
O=C(Br)C(Br)CBr,CCO,CCOC(=O)C(Br)CBr,-659.851543507078,-310.055881760736,-846.022898929518,-0.980894752672455,-124.865421090968
O=C(Br)C(Br)CBr,CN(CO)N=O,CN(COC(=O)C(Br)CBr)N=O,-659.943514135706,-577.739064080966,-1113.68885036803,-0.871693242322237,-124.865421090968
O=C(Br)C(Br)CBr,CC(CO)=NO,CC(COC(=O)C(Br)CBr)=NO,-659.931853604532,-570.89392864616,-1106.87929408871,-0.918932928985626,-124.865421090968
O=C(Br)C(Br)CBr,CC=C=NCCO,CC=C=NCCOC(=O)C(Br)CBr,-659.851570011498,-604.630559120779,-1140.69255788014,-1.07584983883359,-124.865421090968
O=C(Br)C(Br)CBr,C=C(C)C=CCO,C=C(C)C=CCOC(=O)C(Br)CBr,-659.943550001527,-597.108359598149,-1133.15944094211,-0.97295243339903,-124.865421090968
O=C(Br)C(Br)CBr,OCC=CC1CC1,O=C(OCC=CC1CC1)C(Br)CBr,-659.860190468141,-597.306768722666,-1133.32133913555,-1.01980103571368,-124.865421090968
O=C(Br)C(Br)CBr,C=C=CC#CCO,C=C=CC#CCOC(=O)C(Br)CBr,-659.851546745044,-539.346536545976,-1075.32198181073,-0.989319610677597,-124.865421090968
O=C(Br)C(Br)CBr,C/C=C/C=C/CO,C/C=C/C=C/COC(=O)C(Br)CBr,-659.85158424872,-597.239474187537,-1133.30686275428,-1.08122540899078,-124.865421090968
O=C(Br)C(Br)CBr,C#CC(O)c1ccccc1,C#CC(OC(=O)C(Br)CBr)c1ccccc1,-659.860241692593,-743.256340028223,-1279.43242699093,-1.18126636108202,-124.865421090968
O=C(Br)C(Br)CBr,Cc1ccc(C)c(CO)c1,Cc1ccc(C)c(COC(=O)C(Br)CBr)c1,-659.778327631361,-801.201587868345,-1337.51524260785,-1.40074819911145,-124.865421090968
O=C(Br)C(Br)CBr,Cc1ccccc1[C@@H](C)O,Cc1ccccc1[C@@H](C)OC(=O)C(Br)CBr,-659.943497356804,-801.201963288208,-1337.30216609309,-1.02212653904263,-124.865421090968
O=C(Br)C(Br)CBr,C#C[C@@H](O)c1ccccc1,C#C[C@@H](OC(=O)C(Br)CBr)c1ccccc1,-659.825809202654,-743.255497849356,-1279.46017651502,-1.24429055397681,-124.865421090968
O=C(Br)C(Br)CBr,Cc1cccc(CO)c1,Cc1cccc(COC(=O)C(Br)CBr)c1,-659.860316486416,-714.961984049993,-1251.15078640252,-1.19390695707725,-124.865421090968
O=C(Br)C(Br)CBr,C=CC(O)c1ccccc1,C=CC(OC(=O)C(Br)CBr)c1ccccc1,-659.777832764505,-772.205461406314,-1308.31776550831,-1.19989242845664,-124.865421090968
O=C(Br)C(Br)CBr,OC1Cc2cccc(F)c21,O=C(OC1Cc2cccc(F)c21)C(Br)CBr,-659.93191116339,-801.544632820563,-1337.59982260693,-0.988699713946801,-124.865421090968
O=C(Br)C(Br)CBr,Cc1cccc([C@H](C)O)c1,Cc1cccc([C@H](C)OC(=O)C(Br)CBr)c1,-659.931960599753,-801.231829429879,-1337.39018595208,-1.09181701341761,-124.865421090968
O=C(Br)C(Br)CBr,CC1(O)Cc2ccccc21,CC1(OC(=O)C(Br)CBr)Cc2ccccc21,-659.868476506949,-772.736486893188,-1308.81452908414,-1.0749867749731,-124.865421090968
O=C(Br)C(Br)CBr,N#Cc1cccc(CO)c1,N#Cc1cccc(COC(=O)C(Br)CBr)c1,-659.943542196183,-751.719850189597,-1287.7605048554,-0.962533560592945,-124.865421090968
O=C(Br)COc1ccccc1Cl,CC1=C(C)C1CO,CC1=C(C)C1COC(=O)COc1ccccc1Cl,-1005.13959284154,-596.474523085514,-1477.6949270293,-0.946232193211884,-124.865421090968
O=C(Br)COc1ccccc1Cl,COC[C@@H](C)CO,COC[C@@H](C)COC(=O)COc1ccccc1Cl,-1005.04872061532,-678.536410527221,-1559.8210998296,-1.10138977803111,-124.865421090968
O=C(Br)COc1ccccc1Cl,C/C=C/[C@@H](C)CO,C/C=C/[C@@H](C)COC(=O)COc1ccccc1Cl,-1005.0550180821,-625.762807168031,-1506.9998307958,-1.0474266366426,-124.865421090968
O=C(Br)COc1ccccc1Cl,N#CC12CC1(CO)C2,N#CC12CC1(COC(=O)COc1ccccc1Cl)C2,-1005.05502423688,-633.723309814799,-1514.79642798186,-0.88351502114422,-124.865421090968
O=C(Br)COc1ccccc1Cl,NN1CC(CO)C1,NN1CC(COC(=O)COc2ccccc2Cl)C1,-1005.04873091524,-639.70799281909,-1520.8647925896,-0.973489946231624,-124.865421090968
O=C(Br)COc1ccccc1Cl,CC(=O)CCO,CC(=O)CCOC(=O)COc1ccccc1Cl,-1005.05500991745,-564.761777156732,-1445.78690966838,-0.835543685159962,-124.865421090968
O=C(Br)COc1ccccc1Cl,C=CC(=C)CO,C=CC(=C)COC(=O)COc1ccccc1Cl,-1005.05501867367,-510.975436010571,-1391.97735870388,-0.812325110601051,-124.865421090968
O=C(Br)COc1ccccc1Cl,C=CC(F)CCO,C=CC(F)CCOC(=O)COc1ccccc1Cl,-1005.04873581172,-654.438070882354,-1535.50027156486,-0.878885961758414,-124.865421090968
O=C(Br)COc1ccccc1Cl,OCC1CO1,O=C(COc1ccccc1Cl)OCC1CO1,-1005.05499276649,-478.130364854026,-1359.1590489975,-0.839112467948524,-124.865421090968
O=C(Br)COc1ccccc1Cl,CC1O[C@@H]1CO,CC1O[C@@H]1COC(=O)COc1ccccc1Cl,-1005.04868951364,-564.441064310118,-1445.5244828039,-0.900150071107831,-124.865421090968
O=C(Br)COc1ccccc1Cl,C=CC[C@H](C)CO,C=CC[C@H](C)COC(=O)COc1ccccc1Cl,-1005.13956587714,-625.72043775092,-1506.81259454159,-0.81801200449668,-124.865421090968
O=C(Br)COc1ccccc1Cl,C[C@]1(CCO)CO1,C[C@]1(CCOC(=O)COc2ccccc2Cl)CO1,-1005.15376027648,-650.531232034038,-1531.64411810046,-0.824546880906453,-124.865421090968
O=C(Br)COc1ccccc1Cl,O=CC(Cl)CO,O=CC(Cl)COC(=O)COc1ccccc1Cl,-1005.15375087933,-588.234675805381,-1469.17764853896,-0.654642945218555,-124.865421090968
O=C(Br)COc1ccccc1Cl,CC[C@@H]1O[C@@H]1CO,CC[C@@H]1O[C@@H]1COC(=O)COc1ccccc1Cl,-1005.15376001961,-650.473245803854,-1531.47662139201,-0.715036659520095,-124.865421090968
O=C(Br)COc1ccccc1Cl,CC1=C(CO)CC1,CC1=C(COC(=O)COc2ccccc2Cl)CC1,-1005.13960765924,-597.571442777833,-1478.67404467204,-0.828415325933818,-124.865421090968
O=C(Br)COc1ccccc1Cl,CC=C=CC#CCO,CC=C=CC#CCOC(=O)COc1ccccc1Cl,-1005.15372587646,-625.564886585052,-1506.78255289513,-0.92936152458806,-124.865421090968
O=C(Br)COc1ccccc1Cl,OCCN1CC1,O=C(COc1ccccc1Cl)OCCN1CC1,-1005.04873528278,-546.934656269607,-1428.04946030863,-0.93148984720797,-124.865421090968
O=C(Br)COc1ccccc1Cl,O=CCOCCO,O=CCOCCOC(=O)COc1ccccc1Cl,-1005.13952669498,-674.512959129152,-1555.70842531142,-0.921360578246521,-124.865421090968
O=C(Br)COc1ccccc1Cl,C=CC(C=C)CO,C=CC(C=C)COC(=O)COc1ccccc1Cl,-1005.13959114458,-596.892674443762,-1477.90332144844,-0.736476951058833,-124.865421090968
O=C(Br)COc1ccccc1Cl,CN(C)CCCO,CN(C)CCCOC(=O)COc1ccccc1Cl,-1005.13958285945,-661.522272084517,-1542.63698233396,-0.840548480957722,-124.865421090968
O=C(Br)COc1ccccc1Cl,C[C@H](Cl)CO,C[C@H](Cl)COC(=O)COc1ccccc1Cl,-1005.15353764721,-506.234156458418,-1387.26542649624,-0.743153481576272,-124.865421090968
O=C(Br)COc1ccccc1Cl,C#CC#CC=CCO,C#CC#CC=CCOC(=O)COc1ccccc1Cl,-1005.0550324141,-597.027268370547,-1478.07919750894,-0.862317815264035,-124.865421090968
O=C(Br)COc1ccccc1Cl,CC1(C)O[C@@H]1CO,CC1(C)O[C@@H]1COC(=O)COc1ccccc1Cl,-1005.13957797609,-650.608264436413,-1531.80092558309,-0.918504261558439,-124.865421090968
O=C(Br)COc1ccccc1Cl,C[S@](=O)CCO,C[S@](=O)CCOC(=O)COc1ccccc1Cl,-1005.139619595,-594.518053552595,-1475.4762160605,-0.68396400387357,-124.865421090968
O=C(Br)COc1ccccc1Cl,OCC(F)F,O=C(COc1ccccc1Cl)OCC(F)F,-1005.05501974844,-539.966008236209,-1420.85255472818,-0.696947834496598,-124.865421090968
O=C(Br)COc1ccccc1Cl,CCC1(CO)CO1,CCC1(COC(=O)COc2ccccc2Cl)CO1,-1005.15372417912,-650.534868131052,-1531.61448397041,-0.791312751210128,-124.865421090968
O=C(Br)COc1ccccc1Cl,CSCCO,CSCCOC(=O)COc1ccccc1Cl,-1005.15372918229,-484.155736108067,-1365.26727489197,-0.823230692584957,-124.865421090968
O=C(Br)COc1ccccc1Cl,C[N+](C)([O-])CCO,C[N+](C)([O-])CCOC(=O)COc1ccccc1Cl,-1005.04870247598,-684.021431361809,-1565.08973357903,-0.885020832208483,-124.865421090968
O=C(Br)COc1ccccc1Cl,CC=COCCO,CC=COCCOC(=O)COc1ccccc1Cl,-1005.13961050207,-650.317763000612,-1531.25382329173,-0.661870880015002,-124.865421090968
O=C(Br)COc1ccccc1Cl,C[C@H](F)CO,C[C@H](F)COC(=O)COc1ccccc1Cl,-1005.05500999599,-511.181393630886,-1392.09660885614,-0.725626320236671,-124.865421090968
O=C(Br)COc1ccccc1Cl,C#C/C(=C\C)CO,C#C/C(=C\C)COC(=O)COc1ccccc1Cl,-1005.1396450579,-568.370010443649,-1449.45640625633,-0.812171845742981,-124.865421090968
O=C(Br)COc1ccccc1Cl,CC(CO)CCl,CC(CCl)COC(=O)COc1ccccc1Cl,-1005.04872754544,-592.258339266073,-1473.40424342504,-0.962597704499743,-124.865421090968
O=C(Br)COc1ccccc1Cl,CO[C@H]1C[C@@H]1CO,CO[C@H]1C[C@@H]1COC(=O)COc1ccccc1Cl,-1005.13963754451,-650.221480048685,-1531.23916597016,-0.743469467933281,-124.865421090968
O=C(Br)COc1ccccc1Cl,CN(C)N=CCO,CN(C)N=CCOC(=O)COc1ccccc1Cl,-1005.0486980873,-640.151501108747,-1521.1643111185,-0.829533013412913,-124.865421090968
O=C(Br)COc1ccccc1Cl,OC[C@@H]1C[C@H]1Cl,O=C(COc1ccccc1Cl)OC[C@@H]1C[C@H]1Cl,-1005.13962894552,-563.733720930168,-1444.78389419932,-0.77596541460747,-124.865421090968
O=C(Br)COc1ccccc1Cl,CC(=O)C#CCO,CC(=O)C#CCOC(=O)COc1ccccc1Cl,-1005.13960757262,-593.363000874365,-1474.53573889524,-0.898551539215134,-124.865421090968
O=C(Br)COc1ccccc1Cl,CCC=C(F)CO,CCC=C(F)COC(=O)COc1ccccc1Cl,-1005.13960865912,-654.712837803182,-1535.83594543813,-0.848920066799096,-124.865421090968
O=C(Br)COc1ccccc1Cl,C#CC(CO)OC,C#CC(COC(=O)COc1ccccc1Cl)OC,-1005.05503141734,-620.822323344185,-1502.02476243291,-1.01282876235128,-124.865421090968
O=C(Br)COc1ccccc1Cl,OC[C@H]1CC12CC2,O=C(COc1ccccc1Cl)OC[C@H]1CC12CC2,-1005.13958040163,-597.181969122045,-1478.359743892,-0.903615459287892,-124.865421090968
O=C(Br)COc1ccccc1Cl,C=NC(C#N)CO,C=NC(C#N)COC(=O)COc1ccccc1Cl,-1005.05502909403,-583.501897199448,-1464.65766258949,-0.966157386980484,-124.865421090968
O=C(Br)COc1ccccc1Cl,COC(CO)OC,COC(COC(=O)COc1ccccc1Cl)OC,-1005.15363784048,-703.041229094746,-1584.27282292282,-0.943377078560545,-124.865421090968
O=C(Br)COc1ccccc1Cl,CC(=CC#N)CO,CC(=CC#N)COC(=O)COc1ccccc1Cl,-1005.04872196139,-576.632911145367,-1457.80188460467,-0.985672588885635,-124.865421090968
O=C(Br)COc1ccccc1Cl,COC1(CO)CC1,COC1(COC(=O)COc2ccccc2Cl)CC1,-1005.05500240507,-650.074153005624,-1531.20126126263,-0.937526942910921,-124.865421090968
O=C(Br)COc1ccccc1Cl,C[C@H]1C[C@@H]1CCO,C[C@H]1C[C@@H]1CCOC(=O)COc1ccccc1Cl,-1005.13960828126,-626.012723146746,-1507.12882479752,-0.841914460479728,-124.865421090968
O=C(Br)COc1ccccc1Cl,[C-]#[N+]CCCO,[C-]#[N+]CCCOC(=O)COc1ccccc1Cl,-1005.15355091976,-517.92170367661,-1399.19726311748,-0.987429612075118,-124.865421090968
O=C(Br)COc1ccccc1Cl,OCF,O=C(COc1ccccc1Cl)OCF,-1005.15358771167,-339.053378005136,-1219.8861724383,-0.54462781246005,-124.865421090968
O=C(Br)COc1ccccc1Cl,OCCC1CCO1,O=C(COc1ccccc1Cl)OCCC1CCO1,-1005.13964470032,-650.599261202217,-1531.49059890829,-0.617114096718609,-124.865421090968
O=C(Br)COc1ccccc1Cl,C=C1CC1CCO,C=C1CC1CCOC(=O)COc1ccccc1Cl,-1005.05486615816,-596.962304537539,-1478.03563302253,-0.8838834177986,-124.865421090968
O=C(Br)COc1ccccc1Cl,CCCCCO,CCCCCOC(=O)COc1ccccc1Cl,-1005.05498107364,-568.354445682662,-1449.58288005362,-1.03887438828276,-124.865421090968
O=C(Br)COc1ccccc1Cl,OCC1COCO1,O=C(COc1ccccc1Cl)OCC1COCO1,-1005.15359434749,-675.707135256137,-1556.6945099848,-0.699201472139706,-124.865421090968
O=C(Br)COc1ccccc1Cl,CC=C[C@H](C)CO,CC=C[C@H](C)COC(=O)COc1ccccc1Cl,-1005.05500794041,-625.921925984529,-1506.94780441015,-0.836291576175498,-124.865421090968
O=C(Br)COc1ccccc1Cl,C=C(C#N)CCO,C=C(C#N)CCOC(=O)COc1ccccc1Cl,-1005.13961446897,-576.444855483575,-1457.39497471179,-0.675925850216089,-124.865421090968
O=C(Br)COc1ccccc1Cl,CCO,CCOC(=O)COc1ccccc1Cl,-1005.13959807389,-310.055886912561,-1191.17709369796,-0.847029802477266,-124.865421090968
O=C(Br)COc1ccccc1Cl,CN(CO)N=O,CN(COC(=O)COc1ccccc1Cl)N=O,-1005.13958706146,-577.825769412896,-1458.66668358528,-0.566748201895351,-124.865421090968
O=C(Br)COc1ccccc1Cl,CC(CO)=NO,CC(COC(=O)COc1ccccc1Cl)=NO,-1005.04869507908,-570.671142703464,-1451.80363261643,-0.949215924853959,-124.865421090968
O=C(Br)COc1ccccc1Cl,CC=C=NCCO,CC=C=NCCOC(=O)COc1ccccc1Cl,-1005.04868858388,-604.649388703786,-1485.86846453579,-1.035808339084,-124.865421090968
O=C(Br)COc1ccccc1Cl,C=C(C)C=CCO,C=C(C)C=CCOC(=O)COc1ccccc1Cl,-1005.13958793682,-597.204760356468,-1478.32895913706,-0.850031934739235,-124.865421090968
O=C(Br)COc1ccccc1Cl,OCC=CC1CC1,O=C(COc1ccccc1Cl)OCC=CC1CC1,-1005.13954527142,-597.181321841967,-1478.33570523768,-0.88025921526804,-124.865421090968
O=C(Br)COc1ccccc1Cl,C=C=CC#CCO,C=C=CC#CCOC(=O)COc1ccccc1Cl,-1005.04873164464,-539.237977108776,-1420.32307314776,-0.90178548530362,-124.865421090968
O=C(Br)COc1ccccc1Cl,C/C=C/C=C/CO,C/C=C/C=C/COC(=O)COc1ccccc1Cl,-1005.05493308346,-597.177782964478,-1478.42270930209,-1.05541434512844,-124.865421090968
O=C(Br)COc1ccccc1Cl,C#CC(O)c1ccccc1,C#CC(OC(=O)COc1ccccc1Cl)c1ccccc1,-1005.13960069287,-743.327752765783,-1624.40554797485,-0.803615607158093,-124.865421090968
O=C(Br)COc1ccccc1Cl,Cc1ccc(C)c(CO)c1,Cc1ccc(C)c(COC(=O)COc2ccccc2Cl)c1,-1005.15372368929,-801.308025791163,-1682.4203185702,-0.8239901807179,-124.865421090968
O=C(Br)COc1ccccc1Cl,Cc1ccccc1[C@@H](C)O,Cc1ccccc1[C@@H](C)OC(=O)COc1ccccc1Cl,-1005.04545744849,-801.121220329451,-1682.26601057168,-0.964753884707946,-124.865421090968
O=C(Br)COc1ccccc1Cl,C#C[C@@H](O)c1ccccc1,C#C[C@@H](OC(=O)COc1ccccc1Cl)c1ccccc1,-1005.15377970539,-743.255350706628,-1624.4512340219,-0.907524700842004,-124.865421090968
O=C(Br)COc1ccccc1Cl,Cc1cccc(CO)c1,Cc1cccc(COC(=O)COc2ccccc2Cl)c1,-1005.15371441453,-715.0279094878,-1596.12003373287,-0.803830921515967,-124.865421090968
O=C(Br)COc1ccccc1Cl,C=CC(O)c1ccccc1,C=CC(OC(=O)COc1ccccc1Cl)c1ccccc1,-1005.04873900448,-772.247478556381,-1653.25411594443,-0.823319474536063,-124.865421090968
O=C(Br)COc1ccccc1Cl,OC1Cc2cccc(F)c21,O=C(COc1ccccc1Cl)OC1Cc2cccc(F)c21,-1005.04873043869,-801.509161915175,-1682.6108873912,-0.918416128299967,-124.865421090968
O=C(Br)COc1ccccc1Cl,Cc1cccc([C@H](C)O)c1,Cc1cccc([C@H](C)OC(=O)COc2ccccc2Cl)c1,-1005.13960823375,-801.23244485877,-1682.42807896943,-0.921446967880087,-124.865421090968
O=C(Br)COc1ccccc1Cl,CC1(O)Cc2ccccc21,CC1(OC(=O)COc2ccccc2Cl)Cc2ccccc21,-1005.15372387873,-772.715951907995,-1653.74001666219,-0.73576196643441,-124.865421090968
O=C(Br)COc1ccccc1Cl,N#Cc1cccc(CO)c1,N#Cc1cccc(COC(=O)COc2ccccc2Cl)c1,-1005.13961035197,-751.727546095285,-1632.90773065947,-0.905995303182124,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,CC1=C(C)C1CO,CC1=C(C)C1COC(=O)c1ccc([N+](=O)[O-])cc1,-982.894623877765,-596.555078903779,-1455.56860356469,-0.984321874114997,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,COC[C@@H](C)CO,COC[C@@H](C)COC(=O)c1ccc([N+](=O)[O-])cc1,-982.894620942226,-678.712643409301,-1537.64480065693,-0.902957396365835,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,C/C=C/[C@@H](C)CO,C/C=C/[C@@H](C)COC(=O)c1ccc([N+](=O)[O-])cc1,-982.894621921918,-625.868810087682,-1484.82329495946,-0.9252840408314,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,N#CC12CC1(CO)C2,N#CC12CC1(COC(=O)c1ccc([N+](=O)[O-])cc1)C2,-982.894616268043,-633.656522394214,-1492.67404313536,-0.988325564067679,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,NN1CC(CO)C1,NN1CC(COC(=O)c2ccc([N+](=O)[O-])cc2)C1,-982.894614981515,-639.808413279392,-1498.68907721052,-0.851470040577581,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,CC(=O)CCO,CC(=O)CCOC(=O)c1ccc([N+](=O)[O-])cc1,-982.894589399562,-564.718318340025,-1423.68716656055,-0.939679911928891,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,C=CC(=C)CO,C=CC(=C)COC(=O)c1ccc([N+](=O)[O-])cc1,-982.894624360903,-510.862160915177,-1369.85587152744,-0.964507342330961,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,C=CC(F)CCO,C=CC(F)CCOC(=O)c1ccc([N+](=O)[O-])cc1,-982.894629077074,-654.356746227317,-1513.41803339931,-1.03207918588835,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,OCC1CO1,O=C(OCC1CO1)c1ccc([N+](=O)[O-])cc1,-982.894618306312,-478.168097868238,-1337.05032971193,-0.853034628345185,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,CC1O[C@@H]1CO,CC1O[C@@H]1COC(=O)c1ccc([N+](=O)[O-])cc1,-982.894623129642,-564.487348011898,-1423.33832074333,-0.821770692754598,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,C=CC[C@H](C)CO,C=CC[C@H](C)COC(=O)c1ccc([N+](=O)[O-])cc1,-982.89461217953,-625.716187314178,-1484.63706293186,-0.891684529122642,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,C[C@]1(CCO)CO1,C[C@]1(CCOC(=O)c2ccc([N+](=O)[O-])cc2)CO1,-982.894615344461,-650.530825741184,-1509.44521900117,-0.885199006489714,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,O=CC(Cl)CO,O=CC(Cl)COC(=O)c1ccc([N+](=O)[O-])cc1,-982.894596624352,-588.16876719494,-1446.963828528,-0.765885799673313,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,CC[C@@H]1O[C@@H]1CO,CC[C@@H]1O[C@@H]1COC(=O)c1ccc([N+](=O)[O-])cc1,-982.894621946218,-650.543031621747,-1509.40348631618,-0.831253839183049,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,CC1=C(CO)CC1,CC1=C(COC(=O)c2ccc([N+](=O)[O-])cc2)CC1,-982.894614975039,-597.549081510889,-1456.4889403667,-0.910664971743898,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,CC=C=CC#CCO,CC=C=CC#CCOC(=O)c1ccc([N+](=O)[O-])cc1,-982.894606403584,-625.56626057882,-1484.45187371226,-0.856427820819874,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,OCCN1CC1,O=C(OCCN1CC1)c1ccc([N+](=O)[O-])cc1,-982.89460609234,-547.017211775189,-1405.81667746695,-0.770280690385405,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,O=CCOCCO,O=CCOCCOC(=O)c1ccc([N+](=O)[O-])cc1,-982.894605856336,-674.556959986016,-1533.58513627965,-0.998991528268192,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,C=CC(C=C)CO,C=CC(C=C)COC(=O)c1ccc([N+](=O)[O-])cc1,-982.89461222198,-596.712527377639,-1455.81211089967,-1.07039239101876,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,CN(C)CCCO,CN(C)CCCOC(=O)c1ccc([N+](=O)[O-])cc1,-982.894605796879,-661.450555126618,-1520.43990501842,-0.960165185895406,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,C[C@H](Cl)CO,C[C@H](Cl)COC(=O)c1ccc([N+](=O)[O-])cc1,-982.894630652451,-506.147481221125,-1365.05265920968,-0.875968427069338,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,C#CC#CC=CCO,C#CC#CC=CCOC(=O)c1ccc([N+](=O)[O-])cc1,-982.894607454652,-597.027162031338,-1455.94158710558,-0.885238710560174,-124.865421090968
O=C(Br)c1ccc([N+](=O)[O-])cc1,CC1(C)O[C@@H]1CO,CC1(C)O[C@@H]1COC(=O)c1ccc([N+](=O)[O-])cc1,-982.894594835719,-650.502130465276,-1509.57900555687,-1.04770134684493,-124.865421090968
